DAY,MONTH,YEAR,HOURS1,MINUTES1,SECONDS1,BATSE .,BATSE/GBM RA,BATSE/GBM DEC,BATSE/GBM R,"IPN RA1","IPN DEC1","IPN R1","IPN DR1","IPN RA2","IPN DEC2","IPN R2","IPN DR2","WATCH RA","WATCH DEC","WATCH R","COMPTEL RA","COMPTEL DEC","COMPTEL R","EGRET RA","EGRET DEC","EGRET R","PHEBUS RA","PHEBUS DEC","PHEBUS R","SIGMA RA","SIGMA DEC","SIGMA R","SAX RA","SAX DEC","SAX R","HETE RA","HETE DEC","HETE R","KONUS ECLIPTIC1","KONUS ECLIPTIC2","PLANET BLOCKING RA","PLANET BLOCKING DEC","PLANET  BLOCKING RADIUS","OTHER LOCALIZATION RA","OTHER LOCALIZATION DEC","OTHER LOCALIZATION RADIUS",Y,SOD,MN1,YR1,A,B,C,D,JD
17, 'NOV' ,2015,01,37,03,0,0.00,0.00,0.00,27.9810,9.8358,16.2705,7.9515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.80,18.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2015.96,05823,11,2015,20.00,-13.00,41953.00,367.00,42323.56740
2, 'DEC' ,2015,13,33,49,0,326.49,-24.67,7.94,63.5247,-35.1779,76.4995,12.5543,225.0440,-17.7489,84.2745,0.6963,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.00,48829,12,2015,20.00,-13.00,41953.00,397.00,42339.06515
12, 'DEC' ,2015,01,32,04,0,313.68,58.25,1.69,16.0731,5.2280,69.2178,0.0970,61.8764,22.8939,83.3630,2.6501,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.10,73.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.03,05524,12,2015,20.00,-13.00,41953.00,397.00,42348.56394
22, 'DEC' ,2015,08,10,15,0,355.18,36.70,2.89,21.5355,7.4155,36.2287,0.0886,83.6070,26.6599,74.1569,0.9513,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.00,19.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.06,29415,12,2015,20.00,-13.00,41953.00,397.00,42358.84045
25, 'DEC' ,2015,19,09,06,0,0.00,0.00,0.00,272.2350,-26.9520,41.6110,0.1250,203.3510,-8.1230,25.8950,0.1880,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.06,68946,12,2015,20.00,-13.00,41953.00,397.00,42362.29799
27, 'DEC' ,2015,01,44,09,0,205.50,65.87,1.53,95.1384,33.4544,69.5788,1.5282,95.0966,27.0520,75.5587,1.0558,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.30,69.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.07,06249,12,2015,20.00,-13.00,41953.00,397.00,42363.57233
29, 'DEC' ,2015,21,24,16,0,0.00,0.00,0.00,101.2820,26.8420,47.6970,0.2240,101.8840,33.4740,52.5480,0.3560,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-34.20,-14.20,0.00,0.00,0.00,66.0000,-7.0000,10.0000,2016.07,77056,12,2015,20.00,-13.00,41953.00,397.00,42366.39185
31, 'DEC' ,2015,10,37,47,0,65.63,-61.54,1.00,26.3172,9.2540,78.0030,0.0546,285.4959,-26.6036,87.6515,0.8661,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-89.90,-69.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.08,38267,12,2015,20.00,-13.00,41953.00,397.00,42367.94291
1, 'JAN' ,2016,00,43,51,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,219.6506,-13.8154,0.0010,2016.08,02631,13,2015,20.00,-13.00,41953.00,428.00,42368.53045
13, 'JAN' ,2016,09,32,59,0,187.30,11.50,1.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.10,27.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.11,34379,13,2015,20.00,-13.00,41953.00,428.00,42380.89791
10, 'MAR' ,2016,16,26,50,0,0.00,0.00,0.00,2.1055,-1.5100,82.3841,0.6373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.60,62.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.27,59210,3,2016,20.00,-13.00,42319.00,122.00,42438.18530
24, 'MAR' ,2016,15,58,32,0,0.00,0.00,0.00,4.0494,0.7891,61.7682,2.9491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-60.40,-40.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.31,57512,3,2016,20.00,-13.00,42319.00,122.00,42452.16565
1, 'APR' ,2016,05,36,09,0,0.00,0.00,0.00,182.8439,-5.0757,18.6953,8.1795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.70,5.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.33,20169,4,2016,20.00,-13.00,42319.00,153.00,42459.73344
6, 'APR' ,2016,12,04,36,0,0.00,0.00,0.00,283.9380,53.1470,26.1590,4.1200,184.7470,-5.7530,82.2600,0.1460,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.34,43476,4,2016,20.00,-13.00,42319.00,153.00,42465.00319
22, 'APR' ,2016,11,59,00,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.00,-59.00,0.00,0.00,0.00,42.0500,-57.9000,0.0700,2016.39,43140,4,2016,20.00,-13.00,42319.00,153.00,42480.99931
24, 'APR' ,2016,16,41,16,0,0.00,0.00,0.00,65.7735,21.4505,12.9045,0.6453,11.3162,8.1451,51.1164,1.0287,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.10,21.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.39,60076,4,2016,20.00,-13.00,42319.00,153.00,42483.19532
8, 'MAY' ,2016,14,32,38,0,0.00,0.00,0.00,204.7142,-6.7541,43.8074,13.3212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.30,77.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.43,52358,5,2016,20.00,-13.00,42319.00,183.00,42497.10600
9, 'MAY' ,2016,08,58,46,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,310.1000,76.0000,0.5000,2016.44,32326,5,2016,20.00,-13.00,42319.00,183.00,42497.87414
13, 'MAY' ,2016,13,16,18,0,273.57,-54.42,16.66,271.8764,50.1107,87.6967,9.4113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.45,47778,5,2016,20.00,-13.00,42319.00,183.00,42502.05299
21, 'MAY' ,2016,09,13,58,0,148.20,79.00,0.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.10,73.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.47,33238,5,2016,20.00,-13.00,42319.00,183.00,42509.88470
23, 'MAY' ,2016,22,03,37,0,261.14,-13.45,3.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.10,21.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.47,79417,5,2016,20.00,-13.00,42319.00,183.00,42512.41918
25, 'MAY' ,2016,10,54,28,0,0.00,0.00,0.00,237.7154,-21.4407,57.9587,0.4738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.30,7.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.48,39268,5,2016,20.00,-13.00,42319.00,183.00,42513.95449
25, 'MAY' ,2016,18,57,57,0,0.00,0.00,0.00,40.5123,15.3310,78.3044,16.0923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,30.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.48,68277,5,2016,20.00,-13.00,42319.00,183.00,42514.29024
30, 'MAY' ,2016,07,03,46,0,209.60,26.37,2.52,50.3322,12.8549,76.7352,0.3252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.40,-33.40,0.00,0.00,0.00,118.3000,-26.6000,1.5000,2016.49,25426,5,2016,20.00,-13.00,42319.00,183.00,42518.79428
30, 'MAY' ,2016,16,01,11,0,133.48,43.48,1.00,47.8320,16.7080,77.2090,1.1080,50.0080,14.9200,77.7270,0.8260,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.60,35.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.49,57671,5,2016,20.00,-13.00,42319.00,183.00,42519.16749
3, 'JUN' ,2016,17,15,56,0,195.41,-22.96,8.80,87.1435,-50.1803,73.4873,7.2111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.50,62156,6,2016,20.00,-13.00,42319.00,214.00,42523.21940
3, 'JUN' ,2016,17,15,56,0,195.41,-22.96,8.80,87.1435,-50.1803,73.4873,7.2111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.50,62156,6,2016,20.00,-13.00,42319.00,214.00,42523.21940
16, 'JUN' ,2016,16,06,31,0,0.00,0.00,0.00,98.4610,24.1770,30.1630,0.1080,90.5520,14.5540,28.2120,0.6720,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.54,57991,6,2016,20.00,-13.00,42319.00,214.00,42536.17119
18, 'JUN' ,2016,16,33,49,0,0.00,0.00,0.00,264.6140,-20.0350,38.8340,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.54,59629,6,2016,20.00,-13.00,42319.00,214.00,42538.19015
20, 'JUN' ,2016,05,06,20,0,0.00,0.00,0.00,267.6230,-19.9590,52.8620,0.2340,269.1410,-14.4610,48.2820,0.4150,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.70,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.55,18380,6,2016,20.00,-13.00,42319.00,214.00,42539.71273
23, 'JUN' ,2016,04,59,37,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.70,59.70,0.00,0.00,0.00,315.2400,42.2700,0.1000,2016.56,17977,6,2016,20.00,-13.00,42319.00,214.00,42542.70807
5, 'JUL' ,2016,17,40,19,0,0.00,0.00,0.00,230.7517,-21.2757,33.1084,0.2771,117.5073,11.7932,82.7822,1.2442,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.80,10.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.59,63619,7,2016,20.00,-13.00,42319.00,244.00,42555.23633
20, 'JUL' ,2016,18,25,14,0,42.60,75.50,1.00,142.9020,12.2600,76.7720,1.2670,140.0970,10.7350,78.1560,2.1250,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.80,65.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.63,66314,7,2016,20.00,-13.00,42319.00,244.00,42570.26752
2, 'AUG' ,2016,06,13,29,0,35.29,72.69,1.00,336.4150,-8.6710,86.9470,0.2980,335.2520,-5.5460,84.2820,0.5140,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.70,59.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.67,22409,8,2016,20.00,-13.00,42319.00,275.00,42582.75936
6, 'AUG' ,2016,14,01,00,0,275.84,6.18,4.31,239.3692,-23.3745,48.3065,0.1693,339.8750,-7.8372,67.7798,0.9368,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,40.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.68,50460,8,2016,20.00,-13.00,42319.00,275.00,42587.08403
16, 'AUG' ,2016,17,30,57,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,322.4500,37.1600,0.1300,2016.71,63057,8,2016,20.00,-13.00,42319.00,275.00,42597.22983
20, 'AUG' ,2016,11,54,10,0,0.00,0.00,0.00,348.7960,-5.5150,37.5210,0.9090,292.1570,52.3460,64.0410,4.3960,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,11.3380,24.9300,2.3000,2016.72,42850,8,2016,20.00,-13.00,42319.00,275.00,42600.99595
21, 'AUG' ,2016,20,36,19,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,171.2540,42.3450,0.0500,2016.72,74179,8,2016,20.00,-13.00,42319.00,275.00,42602.35855
22, 'AUG' ,2016,16,07,40,0,0.00,0.00,0.00,274.2060,51.2580,47.7060,1.8140,349.7070,-5.3420,77.9980,0.1280,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,272.1290,3.5800,0.5400,2016.72,58060,8,2016,20.00,-13.00,42319.00,275.00,42603.17199
24, 'AUG' ,2016,14,21,13,0,73.11,68.14,1.00,68.3948,24.7896,43.3294,0.1587,350.6809,-5.1399,89.8551,0.7842,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.73,51673,8,2016,20.00,-13.00,42319.00,275.00,42605.09807
29, 'AUG' ,2016,14,18,40,0,0.00,0.00,0.00,351.2356,-3.9871,31.1195,1.0446,352.6842,-4.9205,31.2953,1.0100,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.10,27.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.74,51520,8,2016,20.00,-13.00,42319.00,275.00,42610.09630
5, 'SEP' ,2016,11,18,58,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.40,-37.40,0.00,0.00,0.00,162.2490,-50.8030,0.0166,2016.76,40738,9,2016,20.00,-13.00,42319.00,306.00,42616.97150
8, 'SEP' ,2016,05,17,01,0,0.00,0.00,0.00,257.2772,-25.6296,83.2405,0.1149,173.8364,0.7894,9.1561,9.1852,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.90,3.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.77,19021,9,2016,20.00,-13.00,42319.00,306.00,42619.72015
10, 'SEP' ,2016,17,19,39,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.80,65.80,0.00,0.00,0.00,221.2600,38.7600,0.3500,2016.77,62379,9,2016,20.00,-13.00,42319.00,306.00,42622.22198
11, 'SEP' ,2016,14,07,55,0,0.00,0.00,0.00,79.4886,25.7567,55.8917,0.1148,177.2475,4.0816,44.0984,2.4231,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.60,34.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.78,50875,9,2016,20.00,-13.00,42319.00,306.00,42623.08883
4, 'OCT' ,2016,23,07,59,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,112.1560,-39.8960,0.0166,2016.84,83279,10,2016,20.00,-13.00,42319.00,336.00,42646.46388
20, 'OCT' ,2016,18,13,17,0,66.09,-75.65,1.20,287.9048,-24.5763,75.9857,0.0845,7.9487,0.1838,82.3676,0.8704,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-82.10,-62.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.88,65597,10,2016,20.00,-13.00,42319.00,336.00,42662.25922
6, 'NOV' ,2016,11,57,52,0,202.05,64.88,1.50,120.7150,22.3372,66.2893,0.1423,199.0298,-6.2359,69.2597,2.4690,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.10,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2016.93,43072,11,2016,20.00,-13.00,42319.00,367.00,42678.99852
9, 'NOV' ,2016,06,18,43,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,157.8600,61.8000,0.2600,2016.94,22723,11,2016,20.00,-13.00,42319.00,367.00,42681.76300
2, 'DEC' ,2016,14,32,12,0,0.00,0.00,0.00,229.9168,-24.1753,35.6906,12.6280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.50,-28.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2017.00,52332,12,2016,20.00,-13.00,42319.00,397.00,42705.10569
3, 'DEC' ,2016,18,41,06,0,0.00,0.00,0.00,234.4763,-26.3656,65.8475,1.1429,235.7729,-21.4794,68.0908,1.0810,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-40.50,-20.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2017.00,67266,12,2016,20.00,-13.00,42319.00,397.00,42706.27854
5, 'DEC' ,2016,13,27,18,0,318.98,47.65,1.00,58.8989,22.5312,83.8926,15.2903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,90.00,0.00,0.00,0.00,323.2483,48.6851,19.4015,2017.01,48438,12,2016,20.00,-13.00,42319.00,397.00,42708.06063
7, 'DEC' ,2016,20,43,00,0,0.00,0.00,0.00,240.5761,-27.6350,86.7758,20.9395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,40.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2017.01,74580,12,2016,20.00,-13.00,42319.00,397.00,42710.36319
17, 'DEC' ,2016,03,53,15,0,0.00,0.00,0.00,330.9117,-13.0985,66.4940,0.0861,86.1028,32.1398,67.0207,4.7323,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-35.40,-15.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2017.04,13995,12,2016,20.00,-13.00,42319.00,397.00,42719.66198
18, 'DEC' ,2016,03,47,36,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,245.2500,-4.1130,0.0166,2017.04,13656,12,2016,20.00,-13.00,42319.00,397.00,42720.65806
