GRBa,GRB X-ray position,Error,Instrument,IPNb,XAb,OTb,RAb,IAUC,zc,position,sod,seen_by_fermi,name
071104,19h42m24s  +14° 39',8',AGILE,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (295.6, 14.)>",60945.4,False,
071101,03h12m46s  +62° 28',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (48.19166667, 62.)>",60945.4,False,
071031,00h25m50s  -58° 03',3',Swift,,y,y,,,2.692,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.45833333, -58.)>",60945.4,False,
071028B,23h36m39s  -31° 38',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (354.1625, -31.)>",60945.4,False,
071028,07h59m23s  +21° 30',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (119.84583333, 21.)>",60945.4,False,
071025,23h40m20s  +31° 45',3',Swift,,y,y,,,5.2,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.08333333, 31.)>",60945.4,False,
071021,22h42m33s  +23° 40',3',Swift,,y,y,,,2.4520,"<SkyCoord (ICRS): (ra, dec) in deg
    (340.6375, 23.)>",60945.4,False,
071020,07h58m39s  +32° 52',3',Swift,y,y,y,y,,2.145,"<SkyCoord (ICRS): (ra, dec) in deg
    (119.6625, 32.)>",60945.4,False,
071018,10h58m42s  +53° 50',3',Swift,,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.675, 53.)>",60945.4,False,
071013,18h38m06s  +33° 51',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (279.525, 33.)>",60945.4,False,
071011,00h33m36s  +61° 04',3',Swift,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (8.4, 61.)>",60945.4,False,
071010C,22h32m13s  +66° 10',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (338.05416667, 66.)>",60945.4,False,
071010B,10h02m07s  +45° 44',3',Swift,y,y,y,y,,0.947,"<SkyCoord (ICRS): (ra, dec) in deg
    (150.52916667, 45.)>",60945.4,False,
071010,19h12m24s  -32° 23',3',Swift,,y,y,n,,0.98,"<SkyCoord (ICRS): (ra, dec) in deg
    (288.1, -32.)>",60945.4,False,
071008,10h06m11s  +44° 20',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (151.54583333, 44.)>",60945.4,False,
071006,22h21m07s  -23° 09',3',Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (335.27916667, -23.)>",60945.4,False,
071003,20h07m25s  +10° 58',3',Swift,y,y,y,y,,1.60435,"<SkyCoord (ICRS): (ra, dec) in deg
    (301.85416667, 10.)>",60945.4,False,
071001,09h59m04s  -59° 45',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (149.76666667, -59.)>",60945.4,False,
070925,16h52m45s  -22° 01',3',INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.1875, -22.)>",60945.4,False,
070923,12h18m30s  -38° 16',3',Swift,,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (184.625, -38.)>",60945.4,False,
070920B,00h00m35s  -34° 49',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (0.14583333, -34.)>",60945.4,False,
070920,06h43m44s  +72° 14',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (100.93333333, 72.)>",60945.4,False,
070917,19h35m42s  +02° 25',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (293.925, 2.)>",60945.4,False,
070913,15h15m20s  -24° 20',10',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (228.83333333, -24.)>",60945.4,False,
070911,01h43m12s  -33° 28',4',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (25.8, -33.)>",60945.4,False,
070810B,00h35m46s  +08° 50',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (8.94166667, 8.)>",60945.4,False,
070810,12h39m53s  +10° 44',3',Swift,,y,y,,,2.17,"<SkyCoord (ICRS): (ra, dec) in deg
    (189.97083333, 10.)>",60945.4,False,
070809S,13h35m08s  -22° 08',3',Swift,,y,y,,,0.2187h,"<SkyCoord (ICRS): (ra, dec) in deg
    (203.78333333, -22.)>",60945.4,False,
070808,00h27m04s  +01° 10',3',Swift,,y,,,,<2.2,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.76666667, 1.)>",60945.4,False,
070805,16h20m10s  -59° 57',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.04166667, -59.)>",60945.4,False,
070802,02h27m24s  -55° 32',3',Swift,,y,y,,,2.45,"<SkyCoord (ICRS): (ra, dec) in deg
    (36.85, -55.)>",60945.4,False,
070731,21h54m17s  -15° 45',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.57083333, -15.)>",60945.4,False,
070729S,03h45m17s  -35° 19',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (56.32083333, -35.)>",60945.4,False,
070724B,01h10m31s  +57° 40',20',AGILE,y,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (17.62916667, 57.)>",60945.4,False,
070724S,01h51m16s  -18° 37',3',Swift,,y,,,,0.457h,"<SkyCoord (ICRS): (ra, dec) in deg
    (27.81666667, -18.)>",60945.4,False,
070721B,02h12m31s  -02° 11',3',Swift,,y,y,n,,3.626,"<SkyCoord (ICRS): (ra, dec) in deg
    (33.12916667, -2.)>",60945.4,False,
070721X,00h12m42s  -28° 33',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.175, -28.)>",60945.4,False,
070714BS,03h51m25s  +28° 18',3',Swift,y,y,y,n,,0.92h,"<SkyCoord (ICRS): (ra, dec) in deg
    (57.85416667, 28.)>",60945.4,False,
070714X,02h51m44s  +30° 14',3',Swift,,y,,,,1.58,"<SkyCoord (ICRS): (ra, dec) in deg
    (42.93333333, 30.)>",60945.4,False,
070707S,17h51m23s  -68° 54',3',INTEGRAL,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (267.84583333, -68.)>",60945.4,False,
070704,23h38m54s  +66° 15',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (354.725, 66.)>",60945.4,False,
070628,07h41m08s  -20° 17',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (115.28333333, -20.)>",60945.4,False,
070621,21h35m13s  -24° 48',3',Swift,,y,,,,<5.5,"<SkyCoord (ICRS): (ra, dec) in deg
    (323.80416667, -24.)>",60945.4,False,
070616,02h08m37s  +56° 57',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.15416667, 56.)>",60945.4,False,
070615,02h57m12s  -04° 24',3',INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.3, -4.)>",60945.4,False,
070612B,17h26m51s  -08° 43',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (261.7125, -8.)>",60945.4,False,
070612,08h05m32s  +37° 16',3',Swift,,,y,y,,0.617,"<SkyCoord (ICRS): (ra, dec) in deg
    (121.38333333, 37.)>",60945.4,False,
070611,00h07m57s  -29° 45',3',Swift,,y,y,,,2.04,"<SkyCoord (ICRS): (ra, dec) in deg
    (1.9875, -29.)>",60945.4,False,
070531,00h26m43s  +74° 18',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.67916667, 74.)>",60945.4,False,
070529,18h55m00s  +20° 38',3',Swift,,y,y,,,2.4996,"<SkyCoord (ICRS): (ra, dec) in deg
    (283.75, 20.)>",60945.4,False,
070521,16h10m41s  +30° 14',3',Swift,y,y,,,,2.0865,"<SkyCoord (ICRS): (ra, dec) in deg
    (242.67083333, 30.)>",60945.4,False,
070520B,08h07m48s  +57° 37',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (121.95, 57.)>",60945.4,False,
070520,12h53m16s  +75° 00',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (193.31666667, 75.)>",60945.4,False,
070518,16h56m54s  +55° 18',3',Swift,,y,y,n,,1.161?,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.225, 55.)>",60945.4,False,
070517,18h30m19s  -62° 20',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (277.57916667, -62.)>",60945.4,False,
070509,15h51m42s  -78° 41',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (237.925, -78.)>",60945.4,False,
070508,20h51m08s  -78° 22',3',Swift,y,y,y,,,<3.0,"<SkyCoord (ICRS): (ra, dec) in deg
    (312.78333333, -78.)>",60945.4,False,
070506,23h08m52s  +10° 44',3',Swift,,y,y,,,2.31,"<SkyCoord (ICRS): (ra, dec) in deg
    (347.21666667, 10.)>",60945.4,False,
070429BS,21h52m06s  -38° 51',3',Swift,,y,,n,,0.904h,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.025, -38.)>",60945.4,False,
070429,19h50m45s  -32° 23',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (297.6875, -32.)>",60945.4,False,
070427,01h55m27s  -27° 38',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (28.8625, -27.)>",60945.4,False,
070420,08h05m01s  -45° 34',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (121.25416667, -45.)>",60945.4,False,
070419B,21h02m52s  -31° 16',3',Swift,y,y,y,,,1.9591,"<SkyCoord (ICRS): (ra, dec) in deg
    (315.71666667, -31.)>",60945.4,False,
070419,12h10m51s  +39° 54',3',Swift,,y,y,,,0.97,"<SkyCoord (ICRS): (ra, dec) in deg
    (182.7125, 39.)>",60945.4,False,
070412,12h06m01s  +40° 06',3',Swift,,y,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (181.50416667, 40.)>",60945.4,False,
070411,07h09m21s  +01° 05',3',Swift,,y,y,,,2.954,"<SkyCoord (ICRS): (ra, dec) in deg
    (107.3375, 1.)>",60945.4,False,
070406S,13h15m49s  +16° 32',3',Swift,,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (198.95416667, 16.)>",60945.4,False,
070402,20h44m44s  +27° 24',80'*15',IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (311.18333333, 27.)>",60945.4,False,
070330,17h58m05s  -63° 47',3',Swift,,y,y,,,<5.5,"<SkyCoord (ICRS): (ra, dec) in deg
    (269.52083333, -63.)>",60945.4,False,
070328,04h20m28s  -34° 04',3',Swift,y,y,,,,2.0627,"<SkyCoord (ICRS): (ra, dec) in deg
    (65.11666667, -34.)>",60945.4,False,
070318,03h14m10s  -42° 58',3',Swift,,y,y,,,0.836,"<SkyCoord (ICRS): (ra, dec) in deg
    (48.54166667, -42.)>",60945.4,False,
070311,05h50m17s  +03° 22',2.'5,INTEGRAL,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (87.57083333, 3.)>",60945.4,False,
070309,17h34m45s  -37° 58',2.'5,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (263.6875, -37.)>",60945.4,False,
070306,09h52m20s  +10° 28',3',Swift,,y,y,n,,1.4959,"<SkyCoord (ICRS): (ra, dec) in deg
    (148.08333333, 10.)>",60945.4,False,
070227,08h02m16s  -46° 18',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.56666667, -46.)>",60945.4,False,
070224,11h55m58s  -13° 20',3',Swift,,y,y,n,,1.9922,"<SkyCoord (ICRS): (ra, dec) in deg
    (178.99166667, -13.)>",60945.4,False,
070223,10h13m49s  +43° 07',3',Swift,,y,y,,,1.6295,"<SkyCoord (ICRS): (ra, dec) in deg
    (153.45416667, 43.)>",60945.4,False,
070220,02h19m17s  +68° 49',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (34.82083333, 68.)>",60945.4,False,
070219,17h20m48s  +69° 22',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (260.2, 69.)>",60945.4,False,
070209S,03h04m57s  -47° 22',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (46.2375, -47.)>",60945.4,False,
070208,13h11m41s  +61° 58',3',Swift,,y,y,,,1.165,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.92083333, 61.)>",60945.4,False,
070129,02h28m03s  +11° 43',3',Swift,,y,y,,,2.3384,"<SkyCoord (ICRS): (ra, dec) in deg
    (37.0125, 11.)>",60945.4,False,
070126,02h13m50s  -73° 31',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (33.45833333, -73.)>",60945.4,False,
070125,07h51m24s  +31° 08',3',IPN,y,y,y,y,,1.547,"<SkyCoord (ICRS): (ra, dec) in deg
    (117.85, 31.)>",60945.4,False,
070124S,14h45m32s  +54° 34',54'*1.5,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.38333333, 54.)>",60945.4,False,
070110,00h03m38s  -52° 58',3',Swift,,y,y,,,2.352,"<SkyCoord (ICRS): (ra, dec) in deg
    (0.90833333, -52.)>",60945.4,False,
070107,10h37m38s  -53° 12',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.40833333, -53.)>",60945.4,False,
070103,23h30m14s  +26° 53',3',Swift,,y,,,,2.6208,"<SkyCoord (ICRS): (ra, dec) in deg
    (352.55833333, 26.)>",60945.4,False,
061222B,07h01m26s  -25° 51',3',Swift,,y,y,n,,3.355,"<SkyCoord (ICRS): (ra, dec) in deg
    (105.35833333, -25.)>",60945.4,False,
061222,23h52m58s  +46° 32',3',Swift,y,y,y,y,,2.088,"<SkyCoord (ICRS): (ra, dec) in deg
    (358.24166667, 46.)>",60945.4,False,
061218,09h56m53s  -35° 09',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (149.22083333, -35.)>",60945.4,False,
061217S,10h41m46s  -21° 07',3',Swift,,y,,,,0.827h,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.44166667, -21.)>",60945.4,False,
061210S,09h38m03s  +15° 38',3',Swift,,y,,n,,0.4095h,"<SkyCoord (ICRS): (ra, dec) in deg
    (144.5125, 15.)>",60945.4,False,
061202,07h02m34s  -74° 40',3',Swift,,y,,,,2.2543,"<SkyCoord (ICRS): (ra, dec) in deg
    (105.64166667, -74.)>",60945.4,False,
061201S,22h07m53s  -74° 36',3',Swift,y,y,y,,,0.111h,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.97083333, -74.)>",60945.4,False,
061126,05h46m30s  +64° 11',3',Swift,y,y,y,n,,1.1588,"<SkyCoord (ICRS): (ra, dec) in deg
    (86.625, 64.)>",60945.4,False,
061122,20h15m21s  +15° 31',2.6',INTEGRAL,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (303.8375, 15.)>",60945.4,False,
061121,09h49m00s  -13° 11',3',Swift,y,y,y,y,,1.314,"<SkyCoord (ICRS): (ra, dec) in deg
    (147.25, -13.)>",60945.4,False,
061110B,21h35m36s  +06° 53',3',Swift,,y,y,,,3.44,"<SkyCoord (ICRS): (ra, dec) in deg
    (323.9, 6.)>",60945.4,False,
061110,22h25m13s  -02° 16',3',Swift,,y,y,,,0.758,"<SkyCoord (ICRS): (ra, dec) in deg
    (336.30416667, -2.)>",60945.4,False,
061102,09h53m37s  -17° 04',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (148.40416667, -17.)>",60945.4,False,
061028,06h28m51s  +46° 16',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (97.2125, 46.)>",60945.4,False,
061027,18h03m15s  -82° 14',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (270.8125, -82.)>",60945.4,False,
061025,20h03m39s  -48° 15',3',INTEGRAL,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (300.9125, -48.)>",60945.4,False,
061021,09h40m32s  -21° 56',3',Swift,y,y,y,,,0.3463,"<SkyCoord (ICRS): (ra, dec) in deg
    (145.13333333, -21.)>",60945.4,False,
061019,06h06m28s  +29° 34',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (91.61666667, 29.)>",60945.4,False,
061007,03h05m16s  -50° 29',3',Swift,y,y,y,n,,1.261,"<SkyCoord (ICRS): (ra, dec) in deg
    (46.31666667, -50.)>",60945.4,False,
061006S,07h24m22s  -79° 12',3',Swift,y,y,y,,,0.4377h,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.09166667, -79.)>",60945.4,False,
061004,06h31m00s  -45° 54',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (97.75, -45.)>",60945.4,False,
061002,14h41m23s  +48° 44',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.34583333, 48.)>",60945.4,False,
060930,20h17m58s  -23° 38',2'.5,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (304.49166667, -23.)>",60945.4,False,
060929,17h32m40s  +29° 49',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (263.16666667, 29.)>",60945.4,False,
060928,08h30m33s  -42° 13',98'*4',IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (127.6375, -42.)>",60945.4,False,
060927,21h58m13s  +05° 21',3',Swift,,y,y,,,5.47,"<SkyCoord (ICRS): (ra, dec) in deg
    (329.55416667, 5.)>",60945.4,False,
060926,17h35m49s  +13° 02',3',Swift,,y,y,,,3.20,"<SkyCoord (ICRS): (ra, dec) in deg
    (263.95416667, 13.)>",60945.4,False,
060923C,23h04m30s  +03° 57',3',Swift,,y,y,n,,<11,"<SkyCoord (ICRS): (ra, dec) in deg
    (346.125, 3.)>",60945.4,False,
060923B,15h52m48s  -30° 54',3',Swift,,y,,,,1.5094,"<SkyCoord (ICRS): (ra, dec) in deg
    (238.2, -30.)>",60945.4,False,
060923,16h58m30s  +12° 23',3',Swift,,y,y,n,,<2.8,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.625, 12.)>",60945.4,False,
060919,18h27m39s  -51° 02',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.9125, -51.)>",60945.4,False,
060912B,18h04m57s  -19° 53',2'.5,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.2375, -19.)>",60945.4,False,
060912,00h21m09s  +20° 58',3',Swift,y,y,y,n,,0.937,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.2875, 20.)>",60945.4,False,
060908,02h07m20s  +00° 22',3',Swift,y,y,y,n,,1.8836,"<SkyCoord (ICRS): (ra, dec) in deg
    (31.83333333, 0.)>",60945.4,False,
060906,02h43m00s  +30° 21',3',Swift,,y,y,,,3.686,"<SkyCoord (ICRS): (ra, dec) in deg
    (40.75, 30.)>",60945.4,False,
060904B,03h52m51s  -00° 43',3',Swift,,y,y,,,0.703,"<SkyCoord (ICRS): (ra, dec) in deg
    (58.2125, -0.)>",60945.4,False,
060904,15h50m58s  +44° 58',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (237.74166667, 44.)>",60945.4,False,
060901,19h08m38s  -06° 38',2'.5,INTEGRAL,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (287.15833333, -6.)>",60945.4,False,
060825,01h12m24s  +55° 48',3',Swift,,y,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (18.1, 55.)>",60945.4,False,
060814,14h45m23s  +20° 35',3',Swift,y,y,y,,,1.9229,"<SkyCoord (ICRS): (ra, dec) in deg
    (221.34583333, 20.)>",60945.4,False,
060813,07h27m28s  -29° 51',3',Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.86666667, -29.)>",60945.4,False,
060807,16h50m07s  +31° 35',3',Swift,,y,y,,,<3.4,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.52916667, 31.)>",60945.4,False,
060805B,18h10m02s  +58° 09',12'*4',IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (272.50833333, 58.)>",60945.4,False,
060805,14h43m41s  +12° 36',3',Swift,,y,,,,2.3633,"<SkyCoord (ICRS): (ra, dec) in deg
    (220.92083333, 12.)>",60945.4,False,
060804,07h28m48s  -27° 14',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.2, -27.)>",60945.4,False,
060801S,14h12m06s  +16° 59',3',Swift,,y,,,,1.131h,"<SkyCoord (ICRS): (ra, dec) in deg
    (213.025, 16.)>",60945.4,False,
060729,06h21m21s  -62° 21',3',Swift,,y,y,,,0.54,"<SkyCoord (ICRS): (ra, dec) in deg
    (95.3375, -62.)>",60945.4,False,
060728,01h06m46s  -41° 23',3',Swift,,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (16.69166667, -41.)>",60945.4,False,
060719,01h13m49s  -48° 22',3',Swift,,y,y,n,,1.5320,"<SkyCoord (ICRS): (ra, dec) in deg
    (18.45416667, -48.)>",60945.4,False,
060717S,11h23m27s  +28° 57',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (170.8625, 28.)>",60945.4,False,
060714,15h11m29s  -06° 33',3',Swift,,y,y,,,2.711,"<SkyCoord (ICRS): (ra, dec) in deg
    (227.87083333, -6.)>",60945.4,False,
060712,12h16m15s  +35° 34',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (184.0625, 35.)>",60945.4,False,
060708,00h31m12s  -33° 44',3',Swift,,y,y,,,1.92,"<SkyCoord (ICRS): (ra, dec) in deg
    (7.8, -33.)>",60945.4,False,
060707,23h48m19s  -17° 55',3',Swift,,y,y,n,,3.425,"<SkyCoord (ICRS): (ra, dec) in deg
    (357.07916667, -17.)>",60945.4,False,
060614,False,False,False,False,False,False,False,False,False,False,False,False,
060607B,02h48m08s  +14° 44',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (42.03333333, 14.)>",45828.5,False,
060607,21h58m51s  -22° 30',3',Swift,,y,y,,,3.0749,"<SkyCoord (ICRS): (ra, dec) in deg
    (329.7125, -22.)>",45828.5,False,
060605,21h28m35s  -06° 04',3',Swift,,y,y,n,,3.78,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.14583333, -6.)>",45828.5,False,
060604,22h28m58s  -10° 54',3',Swift,,y,y,n,,2.1357,"<SkyCoord (ICRS): (ra, dec) in deg
    (337.24166667, -10.)>",45828.5,False,
060602,09h58m18s  +00° 19',3',Swift,,y,y,,,0.787?,"<SkyCoord (ICRS): (ra, dec) in deg
    (149.575, 0.)>",45828.5,False,
060526,15h31m23s  +00° 15',3',Swift,,y,y,,,3.221,"<SkyCoord (ICRS): (ra, dec) in deg
    (232.84583333, 0.)>",45828.5,False,
060522,21h31m48s  +02° 53',3',Swift,,y,y,n,,5.11,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.95, 2.)>",45828.5,False,
060516,04h44m43s  -18° 07',3',Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (71.17916667, -18.)>",45828.5,False,
060515,08h29m09s  +73° 33',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (127.2875, 73.)>",45828.5,False,
060512,13h03m05s  +41° 13',3',Swift,,y,y,,,2.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (195.77083333, 41.)>",45828.5,False,
060510B,15h56m34s  +78° 34',3',Swift,,y,y,,,4.94,"<SkyCoord (ICRS): (ra, dec) in deg
    (239.14166667, 78.)>",45828.5,False,
060510,06h23m29s  -01° 10',3',Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (95.87083333, -1.)>",45828.5,False,
060507,05h59m53s  +75° 14',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (89.97083333, 75.)>",45828.5,False,
060505,22h07m04s  -27° 49',3',Swift,,y,y,,,0.089,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.76666667, -27.)>",45828.5,False,
060502BS,18h35m45s  +52° 38',3',Swift,,y,,,,0.287h,"<SkyCoord (ICRS): (ra, dec) in deg
    (278.9375, 52.)>",45828.5,False,
060502,16h03m26s  +66° 36',3',Swift,,y,y,,,1.51,"<SkyCoord (ICRS): (ra, dec) in deg
    (240.85833333, 66.)>",45828.5,False,
060501,21h53m28s  +43° 59',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.36666667, 43.)>",45828.5,False,
060429,07h41m57s  -24° 58',33'*24',IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (115.4875, -24.)>",45828.5,False,
060428BX,15h41m24s  +62° 01',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (235.35, 62.)>",45828.5,False,
060428,08h14m16s  -37° 10',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (123.56666667, -37.)>",45828.5,False,
060427,08h17m13s  +62° 37',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (124.30416667, 62.)>",45828.5,False,
060424,00h29m25s  +36° 49',3',Swift,,,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (7.35416667, 36.)>",45828.5,False,
060421,22h54m31s  +62° 44',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (343.62916667, 62.)>",45828.5,False,
060418,15h45m41s  -03° 39',3',Swift,y,y,y,,,1.489,"<SkyCoord (ICRS): (ra, dec) in deg
    (236.42083333, -3.)>",45828.5,False,
060413,19h25m12s  +13° 48',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (291.3, 13.)>",45828.5,False,
060403,18h49m13s  +08° 20',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (282.30416667, 8.)>",45828.5,False,
060323,11h37m38s  +49° 58',3',Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (174.40833333, 49.)>",45828.5,False,
060322,18h16m59s  -36° 42',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (274.24583333, -36.)>",45828.5,False,
060319,11h45m29s  +59° 59',3',Swift,,y,y,,,1.172,"<SkyCoord (ICRS): (ra, dec) in deg
    (176.37083333, 59.)>",45828.5,False,
060313S,04h26m26s  -10° 52',3',Swift,y,y,y,,,<1.1ul,"<SkyCoord (ICRS): (ra, dec) in deg
    (66.60833333, -10.)>",45828.5,False,
060312,03h03m04s  +12° 49',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (45.76666667, 12.)>",45828.5,False,
060306,02h44m24s  -02° 09',3',Swift,,y,,,,1.559,"<SkyCoord (ICRS): (ra, dec) in deg
    (41.1, -2.)>",45828.5,False,
060223B,16h56m58s  -30° 48',3',Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (254.24166667, -30.)>",45828.5,False,
060223,03h40m52s  -17° 08',3',Swift,,y,y,,,4.41,"<SkyCoord (ICRS): (ra, dec) in deg
    (55.21666667, -17.)>",45828.5,False,
