GRBa,GRB X-ray position,Error,Instrument,IPNb,XAb,OTb,RAb,IAUC,zc,position,sod,seen_by_fermi,name
130216A,04h31m36s +14° 40',3,Swift,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (67.9, 14.66666667)>",80124.62,True,bn130216927
130215A,02h53m55s +13° 22',3,Swift,y,,y,,,0.597,"<SkyCoord (ICRS): (ra, dec) in deg
    (43.47916667, 13.36666667)>",5490.19,True,bn130215063
130211A,09h50m05s -42° 20',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (147.52083333, -42.33333333)>",5490.19,False,
130206A,09h21m30s -58° 10',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (140.375, -58.16666667)>",70588.59,True,bn130206817
130131B,11h35m48s +15° 02',3,Swift,,y,,,,2.539,"<SkyCoord (ICRS): (ra, dec) in deg
    (173.95, 15.03333333)>",70588.59,False,
130131A,11h24m26s +48° 04',3,Swift,,y,y,y,,1.55phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (171.10833333, 48.06666667)>",70588.59,False,
130122A,12h56m52s +59° 01',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (194.21666667, 59.01666667)>",70588.59,False,
130102B,20h43m37s -72° 05',60,MAXI,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (310.90416667, -72.08333333)>",70588.59,False,
130102A,20h45m51s +49° 50',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (311.4625, 49.83333333)>",70588.59,False,
121229A,12h40m24s -50° 36',3,Swift,y,y,y,,,2.707,"<SkyCoord (ICRS): (ra, dec) in deg
    (190.1, -50.6)>",70588.59,False,
121226AS,11h14m38s -30° 25',3,Swift,,y,,y,,1.27phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (168.65833333, -30.41666667)>",70588.59,False,
121225B,20h35m39s -34° 21',444*12,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (308.9125, -34.35)>",70588.59,False,
121225A,17h39m27s -66° 04',17,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (264.8625, -66.06666667)>",70588.59,False,
121217A,10h14m54s -62° 18',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (153.725, -62.3)>",26267.89,True,bn121217309
121212A,11h51m22s +78° 02',3,Swift,y,y,y,,,<2,"<SkyCoord (ICRS): (ra, dec) in deg
    (177.84166667, 78.03333333)>",26267.89,False,
121211A,13h02m11s +30° 10',3,Swift,y,y,y,,,1.023,"<SkyCoord (ICRS): (ra, dec) in deg
    (195.54583333, 30.16666667)>",49622.79,True,bn121211574
121209A,21h47m12s -08° 15',3,Swift,y,y,y,,,2.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (326.8, -8.25)>",49622.79,False,
121202A,17h07m16s +23° 57',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.81666667, 23.95)>",15605.03,True,bn121202181
121201A,00h53m57s -42° 57',3,Swift,,y,y,,,3.385,"<SkyCoord (ICRS): (ra, dec) in deg
    (13.4875, -42.95)>",15605.03,False,
121128A,20h02m20s +54° 19',3,Swift,y,y,y,,,2.20,"<SkyCoord (ICRS): (ra, dec) in deg
    (300.58333333, 54.31666667)>",18337.21,True,bn121128212
121127A,11h45m45s -52° 25',29*9,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (176.4375, -52.41666667)>",18337.21,True,bn121127217
121125A,15h14m05s +55° 19',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (228.52083333, 55.31666667)>",30747.27,True,bn121125356
121123A,20h29m27s -11° 52',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (307.3625, -11.86666667)>",36161.29,True,bn121123421
121118B,11h26m49s -03° 04',258*66,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (171.70416667, -3.06666667)>",36161.29,False,
121118A,19h57m31s +65° 39',300*66,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.37916667, 65.65)>",36161.29,True,bn121118424
121117A,02h06m32s +07° 23',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (31.63333333, 7.38333333)>",36161.29,False,
121108A,05h32m45s +54° 29',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (83.1875, 54.48333333)>",36161.29,False,
121102A,18h03m37s -16° 58',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (270.90416667, -16.96666667)>",36161.29,False,
121031A,11h23m05s -03° 31',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (170.77083333, -3.51666667)>",82230.68,True,bn121031949
121028A,18h07m42s -02° 17',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.925, -2.28333333)>",82230.68,False,
121027A,04h14m26s -58° 48',3,Swift,y,y,y,,,1.773,"<SkyCoord (ICRS): (ra, dec) in deg
    (63.60833333, -58.8)>",82230.68,False,
121025A,16h35m00s +27° 44',18,MAXI,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (248.75, 27.73333333)>",82230.68,False,
121024A,04h41m52s -12° 16',3,Swift,,y,y,,,2.298,"<SkyCoord (ICRS): (ra, dec) in deg
    (70.46666667, -12.26666667)>",82230.68,False,
121017A,19h15m16s -01° 36',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (288.81666667, -1.6)>",82230.68,False,
121014A,11h06m31s -29° 07',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.62916667, -29.11666667)>",82230.68,False,
121011A,17h20m48s +41° 08',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (260.2, 41.13333333)>",40530.41,True,bn121011469
121001A,18h24m08s -05° 40',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.03333333, -5.66666667)>",40530.41,False,
120927A,09h06m24s +00° 25',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (136.6, 0.41666667)>",40530.41,False,
120923A,20h15m11s +06° 14',3,Swift,,y,y,n,,7.8,"<SkyCoord (ICRS): (ra, dec) in deg
    (303.79583333, 6.23333333)>",40530.41,False,
120922A,15h39m01s -20° 11',3,Swift,y,y,y,,,3.1ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (234.75416667, -20.18333333)>",81028.65,True,bn120922939
120919B,20h10m32s -37° 29',94*5,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (302.63333333, -37.48333333)>",81028.65,True,bn120919943
120919A,14h19m04s -45° 34',31*8,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (214.76666667, -45.56666667)>",81028.65,False,
120918A,12h04m13s -32° 45',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (181.05416667, -32.75)>",81028.65,False,
120916A,13h42m31s +36° 42',205*5,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (205.62916667, 36.7)>",81028.65,False,
120913B,14h14m35s -14° 32',3,Swift,y,,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (213.64583333, -14.53333333)>",86158.09,True,bn120913997
120913A,09h45m45s +26° 59',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (146.4375, 26.98333333)>",73101.9,True,bn120913846
120911B,11h28m35s -37° 42',129*11,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (172.14583333, -37.7)>",73101.9,True,bn120911851
120911A,23h51m51s +63° 06',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (357.9625, 63.1)>",25713.75,True,bn120911298
120909A,18h22m44s -59° 26',3,Swift,y,y,y,,,3.93,"<SkyCoord (ICRS): (ra, dec) in deg
    (275.68333333, -59.43333333)>",6123.23,True,bn120909070
120908A,15h23m06s -25° 30',60,MAXI,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (230.775, -25.5)>",6123.23,True,bn120908076
120907A,04h58m58s -09° 18',3,Swift,,y,y,,,0.970,"<SkyCoord (ICRS): (ra, dec) in deg
    (74.74166667, -9.3)>",1463.08,True,bn120907017
120830A,05h54m36s -28° 59',47*5,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (88.65, -28.98333333)>",1463.08,False,
120821A,17h01m05s -40° 31',2,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.27083333, -40.51666667)>",1463.08,False,
120819A,15h43m33s -07° 08',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (235.8875, -7.13333333)>",1463.08,False,
120817BS,00h33m17s -26° 31',38*14,IPN,y,,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (8.32083333, -26.51666667)>",1463.08,False,
120817A,16h42m49s -38° 20',3,Swift,,y,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.70416667, -38.33333333)>",1463.08,False,
120816BS,22h29m48s -01° 37',455*80,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (337.45, -1.61666667)>",1463.08,False,
120816A,18h48m30s -06° 59',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (282.125, -6.98333333)>",1463.08,False,
120815A,18h15m40s -52° 08',3,Swift,,y,y,,,2.358,"<SkyCoord (ICRS): (ra, dec) in deg
    (273.91666667, -52.13333333)>",1463.08,False,
120811C,13h18m50s +62° 17',3,Swift,y,y,y,,,2.671,"<SkyCoord (ICRS): (ra, dec) in deg
    (199.70833333, 62.28333333)>",56092.17,True,bn120811649
120811BS,02h54m53s -30° 14',84*9,IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (43.72083333, -30.23333333)>",56092.17,False,
120811A,17h08m44s -22° 44',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (257.18333333, -22.73333333)>",56092.17,False,
120807A,16h04m51s -47° 29',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (241.2125, -47.48333333)>",56092.17,False,
120805A,14h26m08s +05° 48',3,Swift,,y,y,,,3.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (216.53333333, 5.8)>",56092.17,False,
120804AS,15h35m43s -28° 46',3,Swift,,y,y?,y?,,1.0phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (233.92916667, -28.76666667)>",56092.17,False,
120803B,20h56m54s +53° 17',3,Swift,,y,y?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (314.225, 53.28333333)>",56092.17,False,
120803A,17h58m16s -06° 43',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (269.56666667, -6.71666667)>",56092.17,False,
120802A,02h59m24s +13° 45',3,Swift,,y,y?,n,,3.796,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.85, 13.75)>",56092.17,False,
120729A,00h52m13s +49° 56',3,Swift,,y,y,n,,0.80,"<SkyCoord (ICRS): (ra, dec) in deg
    (13.05416667, 49.93333333)>",39374.07,True,bn120729456
120728A,09h08m24s -54° 26',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (137.1, -54.43333333)>",80711.03,True,bn120728934
120724A,16h20m46s +03° 31',3,Swift,,y,y,,,1.48,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.19166667, 3.51666667)>",80711.03,False,
120722A,15h21m58s +13° 15',3,Swift,,y,y,,,0.9586,"<SkyCoord (ICRS): (ra, dec) in deg
    (230.49166667, 13.25)>",80711.03,False,
120716A,20h52m21s +09° 33',121*30,IPN,y,y,y,,,2.486,"<SkyCoord (ICRS): (ra, dec) in deg
    (313.0875, 9.55)>",80711.03,True,bn120716939
120714B,23h41m44s -46° 11',3,Swift,,y,y,,CBET 3200,0.3984,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.43333333, -46.18333333)>",80711.03,False,
120714A,11h11m53s -30° 38',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (167.97083333, -30.63333333)>",80711.03,False,
120712A,11h18m25s -20° 04',3,Swift,,y,y,,,4.1745,"<SkyCoord (ICRS): (ra, dec) in deg
    (169.60416667, -20.06666667)>",49347.38,True,bn120712571
120711B,22h06m40s +60° 01',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (331.66666667, 60.01666667)>",49347.38,False,
120711A,06h18m49s -71° 01',3,Swift,y,y,y,,,1.405,"<SkyCoord (ICRS): (ra, dec) in deg
    (94.70416667, -71.01666667)>",9895.29,True,bn120711115
120709A,21h13m38s -50° 02',21,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (318.40833333, -50.03333333)>",9895.29,False,
120703A,22h37m26s -29° 44',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (339.35833333, -29.73333333)>",62722.19,True,bn120703726
120701A,05h21m21s -58° 32',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (80.3375, -58.53333333)>",62722.19,False,
120630AS,23h29m11s +42° 33',3,Swift,,y,y,,,0.6phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (352.29583333, 42.55)>",62722.19,False,
120624B,11h23m46s +08° 56',3,Fermi,y,y,,,,2.1974,"<SkyCoord (ICRS): (ra, dec) in deg
    (170.94166667, 8.93333333)>",62722.19,False,
120622A,13h41m43s -01° 43',20,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (205.42916667, -1.71666667)>",62722.19,False,
120612A,08h26m54s -17° 35',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (126.725, -17.58333333)>",62722.19,False,
120522A,11h03m59s -62° 06',19*7,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.99583333, -62.1)>",62722.19,False,
120521C,14h17m09s +42° 07',3,Swift,,y,y,y,,6.0,"<SkyCoord (ICRS): (ra, dec) in deg
    (214.2875, 42.11666667)>",62722.19,False,
120521B,13h08m03s -52° 45',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.0125, -52.75)>",32872.39,True,bn120521380
120521AS,09h54m46s -49° 25',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (148.69166667, -49.41666667)>",32872.39,False,
120514A,18h51m58s -04° 15',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (282.99166667, -4.25)>",32872.39,False,
120510A,02h57m09s +72° 51',3,MAXI,y,y?,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.2875, 72.85)>",32872.39,False,
120426A,07h26m09s -65° 38',108*12,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.5375, -65.63333333)>",32872.39,True,bn120426385
120424A,01h35m56s -29° 53',22,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (23.98333333, -29.88333333)>",32872.39,False,
120422A,09h07m43s +14° 00',3,Swift,,y,y,,,0.283,"<SkyCoord (ICRS): (ra, dec) in deg
    (136.92916667, 14.)>",32872.39,False,
120419A,12h29m29s -63° 02',3,INTEGRAL,,y?,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (187.37083333, -63.03333333)>",32872.39,False,
120404A,15h40m03s +12° 53',3,Swift,,y,y,y,,2.876,"<SkyCoord (ICRS): (ra, dec) in deg
    (235.0125, 12.88333333)>",32872.39,False,
120403B,03h39m14s -89° 02',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (54.80833333, -89.03333333)>",74036.48,True,bn120403857
120403AS,02h49m50s +40° 28',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (42.45833333, 40.46666667)>",74036.48,False,
120401A,03h52m16s -17° 40',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (58.06666667, -17.66666667)>",74036.48,False,
120328A,16h06m12s -39° 20',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (241.55, -39.33333333)>",74036.48,False,
120327A,16h27m19s -29° 25',3,Swift,,y,y,,,2.813,"<SkyCoord (ICRS): (ra, dec) in deg
    (246.82916667, -29.41666667)>",74036.48,False,
120326A,18h15m42s +69° 17',3,Swift,y,y,y,y,,1.798,"<SkyCoord (ICRS): (ra, dec) in deg
    (273.925, 69.28333333)>",4829.28,True,bn120326056
120325A,11h55m17s +73° 11',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (178.82083333, 73.18333333)>",4829.28,False,
120324A,19h24m20s +24° 09',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (291.08333333, 24.15)>",4829.28,False,
120323A,22h41m38s +29° 43',45*6,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (340.40833333, 29.71666667)>",4829.28,False,
120320A,14h10m09s +08° 41',3,Swift,,y,?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (212.5375, 8.68333333)>",4829.28,False,
120312A,16h47m03s +23° 51',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.7625, 23.85)>",4829.28,False,
120311B,17h14m00s -13° 04',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (258.5, -13.06666667)>",4829.28,False,
120311A,18h12m21s +14° 17',3,Swift,,y,y,,,<3,"<SkyCoord (ICRS): (ra, dec) in deg
    (273.0875, 14.28333333)>",4829.28,False,
120308A,14h36m19s +79° 42',3,Swift,,y,y,,,<4.5,"<SkyCoord (ICRS): (ra, dec) in deg
    (219.07916667, 79.7)>",4829.28,False,
120305AS,03h10m11s +28° 30',3,Swift,,y,,n,,0.225h,"<SkyCoord (ICRS): (ra, dec) in deg
    (47.54583333, 28.5)>",4829.28,False,
120302A,08h09m48s +29° 40',3,Swift,,y?,y?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (122.45, 29.66666667)>",4829.28,True,bn120302061
120229AS,01h20m08s -35° 48',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.03333333, -35.8)>",4829.28,False,
120226A,20h11m43s +48° 40',366*12,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (302.92916667, 48.66666667)>",4829.28,True,bn120226061
120224A,02h43m54s -17° 48',3,Swift,,y,,,,1.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (40.975, -17.8)>",4829.28,False,
120219A,08h39m10s +51° 01',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (129.79166667, 51.01666667)>",4829.28,False,
120218A,21h19m02s -25° 27',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (319.75833333, -25.45)>",4829.28,False,
120215A,02h00m08s +08° 47',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (30.03333333, 8.78333333)>",4829.28,False,
120213A,20h04m08s +65° 24',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (301.03333333, 65.4)>",4829.28,False,
120212A,02h52m25s -18° 01',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (43.10416667, -18.01666667)>",33082.74,True,bn120212383
120211A,05h51m00s -24° 46',3,Swift,,y,,,,2.4,"<SkyCoord (ICRS): (ra, dec) in deg
    (87.75, -24.76666667)>",33082.74,False,
120202A,13h34m04s +22° 48',3,INTEGRAL,,y,?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (203.51666667, 22.8)>",33082.74,False,
120127A,09h16m34s +15° 53',120*45,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (139.14166667, 15.88333333)>",33082.74,False,
120121A,16h37m21s -23° 59',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.3375, -23.98333333)>",33082.74,False,
120119A,08h00m07s -09° 04',3,Swift,y,y,y,n,,1.728,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.02916667, -9.06666667)>",14670.21,True,bn120119170
120118B,08h19m28s -07° 11',3,Swift,,y,y?,,,2.943,"<SkyCoord (ICRS): (ra, dec) in deg
    (124.86666667, -7.18333333)>",61221.19,True,bn120118709
120118A,13h01m28s -61° 36',3,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (195.36666667, -61.6)>",61221.19,False,
120116A,01h05m00s +33° 56',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (16.25, 33.93333333)>",61221.19,False,
120114A,21h11m37s +57° 02',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (317.90416667, 57.03333333)>",61221.19,True,bn120114714
120107A,16h25m36s -69° 56',30,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (246.4, -69.93333333)>",61221.19,False,
120106A,04h24m31s +64° 02',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (66.12916667, 64.03333333)>",61221.19,False,
120102A,18h24m48s +24° 44',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.2, 24.73333333)>",8155.01,True,bn120102095
111229A,05h05m08s -84° 43',3,Swift,,y,y,,,1.3805,"<SkyCoord (ICRS): (ra, dec) in deg
    (76.28333333, -84.71666667)>",8155.01,False,
111228A,10h00m19s +18° 18',3,Swift,y,y,y,,,0.714,"<SkyCoord (ICRS): (ra, dec) in deg
    (150.07916667, 18.3)>",56683.6,True,bn111228657
111225A,00h52m24s +51° 35',3,Swift,,y,y,,,0.297,"<SkyCoord (ICRS): (ra, dec) in deg
    (13.1, 51.58333333)>",56683.6,False,
111222AS,12h39m05s +65° 50',120,Fermi,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (189.77083333, 65.83333333)>",56683.6,False,
111215B,14h49m37s +16° 26',31*9,IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (222.40416667, 16.43333333)>",56683.6,False,
111215A,23h18m12s +32° 29',3,Swift,,y,,y,,2.06ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (349.55, 32.48333333)>",56683.6,False,
111212A,20h41m37s -68° 37',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (310.40416667, -68.61666667)>",56683.6,False,
111211A,10h12m22s +11° 11',3,AGILE,y,y,y,,,0.478,"<SkyCoord (ICRS): (ra, dec) in deg
    (153.09166667, 11.18333333)>",56683.6,False,
111210A,12h45m57s -07° 10',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (191.4875, -7.16666667)>",56683.6,False,
111209A,00h57m26s -46° 47',3,Swift,,y,y,y,,0.677,"<SkyCoord (ICRS): (ra, dec) in deg
    (14.35833333, -46.78333333)>",56683.6,False,
111208A,19h20m52s +40° 40',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.21666667, 40.66666667)>",56683.6,True,bn111208661
111207A,06h11m42s -39° 30',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (92.925, -39.5)>",56683.6,False,
111205A,08h57m57s -31° 58',39*13,IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (134.4875, -31.96666667)>",56683.6,False,
111204A,22h26m34s -31° 24',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (336.64166667, -31.4)>",56683.6,False,
111201A,12h41m56s +33° 00',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (190.48333333, 33.)>",56683.6,True,bn111201661
111129A,20h29m46s -52° 43',3,Swift,,y,y,,,1.0796,"<SkyCoord (ICRS): (ra, dec) in deg
    (307.44166667, -52.71666667)>",56683.6,False,
111126A,18h24m24s +51° 28',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (276.1, 51.46666667)>",56683.6,False,
111123A,10h19m24s -20° 38',3,Swift,,y,y,,,3.1516,"<SkyCoord (ICRS): (ra, dec) in deg
    (154.85, -20.63333333)>",56683.6,False,
111121A,10h19m00s -46° 38',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (154.75, -46.63333333)>",56683.6,False,
111117AS,00h50m49s +23° 01',3,Swift,y,y,y,n,,2.211h,"<SkyCoord (ICRS): (ra, dec) in deg
    (12.70416667, 23.01666667)>",56683.6,False,
111109A,07h52m47s -41° 36',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (118.19583333, -41.6)>",56683.6,False,
111107A,08h37m56s -66° 30',3,Swift,y,y,y,,,2.893,"<SkyCoord (ICRS): (ra, dec) in deg
    (129.48333333, -66.5)>",3024.0,True,bn111107035
111103B,17h42m49s +01° 35',3,Swift,y,y,?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (265.70416667, 1.58333333)>",3024.0,False,
111103A,21h28m29s -10° 33',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (322.12083333, -10.55)>",38113.48,True,bn111103441
111029A,02h58m46s +57° 05',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.69166667, 57.08333333)>",38113.48,False,
111026A,16h17m06s -47° 30',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (244.275, -47.5)>",38113.48,False,
111024A,14h48m42s +25° 51',6*18,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (222.175, 25.85)>",38113.48,False,
111022B,07h15m48s +49° 40',3,Swift,,y,y,?,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (108.95, 49.66666667)>",38113.48,False,
111022A,18h23m29s -23° 40',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (275.87083333, -23.66666667)>",38113.48,False,
111020A,19h08m06s -37° 59',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (287.025, -37.98333333)>",38113.48,False,
111018A,18h06m00s -03° 52',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.5, -3.86666667)>",38113.48,False,
111016B,19h22m00s -04° 35',11*64,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.5, -4.58333333)>",38113.48,False,
111016A,10h15m13s +27° 29',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (153.80416667, 27.48333333)>",38113.48,False,
111008A,04h01m49s -32° 41',3,Swift,y,y,y,y,,4.9898,"<SkyCoord (ICRS): (ra, dec) in deg
    (60.45416667, -32.68333333)>",38113.48,False,
111005A,14h53m08s -19° 44',3,Swift,,,,y,,0.013,"<SkyCoord (ICRS): (ra, dec) in deg
    (223.28333333, -19.73333333)>",38113.48,False,
110928A,17h11m01s +36° 34',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (257.75416667, 36.56666667)>",38113.48,False,
110921A,19h36m19s +36° 23',3,Swift,y,y,y?,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (294.07916667, 36.38333333)>",49880.16,True,bn110921577
110918A,02h10m18s -27° 17',3*20,IPN,y,y,y,,,0.982,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.575, -27.28333333)>",49880.16,False,
